indicator,unit,time,regioncode,regionname,numvalue
Reported confirmed cases,N,2008-11-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-11-01,MT,Malta,0.0
Reported confirmed cases,N,2008-11-01,NL,Netherlands,1.0
Reported confirmed cases,N,2008-11-01,NO,Norway,0.0
Reported confirmed cases,N,2008-11-01,PL,Poland,24.0
Reported confirmed cases,N,2008-11-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-11-01,RO,Romania,
Reported confirmed cases,N,2008-11-01,SE,Sweden,0.0
Reported confirmed cases,N,2008-11-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-11-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-11-01,UK,United Kingdom,126.0
Reported confirmed cases,N,2008-12-01,AT,Austria,0.0
Reported confirmed cases,N,2008-12-01,BE,Belgium,0.0
Reported confirmed cases,N,2008-12-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2008-12-01,CY,Cyprus,0.0
Reported confirmed cases,N,2008-12-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2008-12-01,DE,Germany,6.0
Reported confirmed cases,N,2008-12-01,DK,Denmark,2.0
Reported confirmed cases,N,2008-12-01,EE,Estonia,0.0
Reported confirmed cases,N,2008-12-01,EL,Greece,0.0
Reported confirmed cases,N,2008-12-01,ES,Spain,1.0
Reported confirmed cases,N,2008-12-01,FI,Finland,0.0
Reported confirmed cases,N,2008-12-01,FR,France,64.0
Reported confirmed cases,N,2008-12-01,HU,Hungary,0.0
Reported confirmed cases,N,2008-12-01,IE,Ireland,0.0
Reported confirmed cases,N,2008-12-01,IS,Iceland,0.0
Reported confirmed cases,N,2008-12-01,IT,Italy,46.0
Reported confirmed cases,N,2008-12-01,LT,Lithuania,0.0
Reported confirmed cases,N,2008-12-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2008-12-01,LV,Latvia,0.0
Reported confirmed cases,N,2008-12-01,MT,Malta,0.0
Reported confirmed cases,N,2008-12-01,NL,Netherlands,1.0
Reported confirmed cases,N,2008-12-01,NO,Norway,0.0
Reported confirmed cases,N,2008-12-01,PL,Poland,14.0
Reported confirmed cases,N,2008-12-01,PT,Portugal,0.0
Reported confirmed cases,N,2008-12-01,RO,Romania,
Reported confirmed cases,N,2008-12-01,SE,Sweden,0.0
Reported confirmed cases,N,2008-12-01,SI,Slovenia,0.0
Reported confirmed cases,N,2008-12-01,SK,Slovakia,0.0
Reported confirmed cases,N,2008-12-01,UK,United Kingdom,84.0
Reported confirmed cases,N,2009-01-01,AT,Austria,0.0
Reported confirmed cases,N,2009-01-01,BE,Belgium,1.0
Reported confirmed cases,N,2009-01-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2009-01-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-01-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-01-01,DE,Germany,58.0
Reported confirmed cases,N,2009-01-01,DK,Denmark,6.0
Reported confirmed cases,N,2009-01-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-01-01,EL,Greece,0.0
Reported confirmed cases,N,2009-01-01,ES,Spain,0.0
Reported confirmed cases,N,2009-01-01,FI,Finland,0.0
Reported confirmed cases,N,2009-01-01,FR,France,92.0
Reported confirmed cases,N,2009-01-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-01-01,IE,Ireland,0.0
Reported confirmed cases,N,2009-01-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-01-01,IT,Italy,54.0
Reported confirmed cases,N,2009-01-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-01-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-01-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-01-01,MT,Malta,0.0
Reported confirmed cases,N,2009-01-01,NL,Netherlands,0.0
Reported confirmed cases,N,2009-01-01,NO,Norway,1.0
Reported confirmed cases,N,2009-01-01,PL,Poland,9.0
Reported confirmed cases,N,2009-01-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-01-01,RO,Romania,0.0
Reported confirmed cases,N,2009-01-01,SE,Sweden,1.0
Reported confirmed cases,N,2009-01-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-01-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-01-01,UK,United Kingdom,106.0
Reported confirmed cases,N,2009-02-01,AT,Austria,1.0
Reported confirmed cases,N,2009-02-01,BE,Belgium,1.0
Reported confirmed cases,N,2009-02-01,BG,Bulgaria,0.0
Reported confirmed cases,N,2009-02-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-02-01,CZ,Czech Republic,1.0
Reported confirmed cases,N,2009-02-01,DE,Germany,70.0
Reported confirmed cases,N,2009-02-01,DK,Denmark,2.0
Reported confirmed cases,N,2009-02-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-02-01,EL,Greece,0.0
Reported confirmed cases,N,2009-02-01,ES,Spain,3.0
Reported confirmed cases,N,2009-02-01,FI,Finland,0.0
Reported confirmed cases,N,2009-02-01,FR,France,106.0
Reported confirmed cases,N,2009-02-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-02-01,IE,Ireland,1.0
Reported confirmed cases,N,2009-02-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-02-01,IT,Italy,55.0
Reported confirmed cases,N,2009-02-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-02-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-02-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-02-01,MT,Malta,0.0
Reported confirmed cases,N,2009-02-01,NL,Netherlands,2.0
Reported confirmed cases,N,2009-02-01,NO,Norway,0.0
Reported confirmed cases,N,2009-02-01,PL,Poland,2.0
Reported confirmed cases,N,2009-02-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-02-01,RO,Romania,0.0
Reported confirmed cases,N,2009-02-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-02-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-02-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-02-01,UK,United Kingdom,129.0
Reported confirmed cases,N,2009-03-01,AT,Austria,3.0
Reported confirmed cases,N,2009-03-01,BE,Belgium,0.0
Reported confirmed cases,N,2009-03-01,BG,Bulgaria,5.0
Reported confirmed cases,N,2009-03-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-03-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-03-01,DE,Germany,75.0
Reported confirmed cases,N,2009-03-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-03-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-03-01,EL,Greece,0.0
Reported confirmed cases,N,2009-03-01,ES,Spain,4.0
Reported confirmed cases,N,2009-03-01,FI,Finland,0.0
Reported confirmed cases,N,2009-03-01,FR,France,62.0
Reported confirmed cases,N,2009-03-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-03-01,IE,Ireland,0.0
Reported confirmed cases,N,2009-03-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-03-01,IT,Italy,43.0
Reported confirmed cases,N,2009-03-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-03-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-03-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-03-01,MT,Malta,0.0
Reported confirmed cases,N,2009-03-01,NL,Netherlands,0.0
Reported confirmed cases,N,2009-03-01,NO,Norway,0.0
Reported confirmed cases,N,2009-03-01,PL,Poland,4.0
Reported confirmed cases,N,2009-03-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-03-01,RO,Romania,1.0
Reported confirmed cases,N,2009-03-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-03-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-03-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-03-01,UK,United Kingdom,154.0
Reported confirmed cases,N,2009-04-01,AT,Austria,11.0
Reported confirmed cases,N,2009-04-01,BE,Belgium,5.0
Reported confirmed cases,N,2009-04-01,BG,Bulgaria,10.0
Reported confirmed cases,N,2009-04-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-04-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-04-01,DE,Germany,80.0
Reported confirmed cases,N,2009-04-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-04-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-04-01,EL,Greece,0.0
Reported confirmed cases,N,2009-04-01,ES,Spain,5.0
Reported confirmed cases,N,2009-04-01,FI,Finland,0.0
Reported confirmed cases,N,2009-04-01,FR,France,84.0
Reported confirmed cases,N,2009-04-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-04-01,IE,Ireland,3.0
Reported confirmed cases,N,2009-04-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-04-01,IT,Italy,83.0
Reported confirmed cases,N,2009-04-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-04-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-04-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-04-01,MT,Malta,1.0
Reported confirmed cases,N,2009-04-01,NL,Netherlands,3.0
Reported confirmed cases,N,2009-04-01,NO,Norway,1.0
Reported confirmed cases,N,2009-04-01,PL,Poland,15.0
Reported confirmed cases,N,2009-04-01,PT,Portugal,1.0
Reported confirmed cases,N,2009-04-01,RO,Romania,0.0
Reported confirmed cases,N,2009-04-01,SE,Sweden,1.0
Reported confirmed cases,N,2009-04-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-04-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-04-01,UK,United Kingdom,253.0
Reported confirmed cases,N,2009-05-01,AT,Austria,4.0
Reported confirmed cases,N,2009-05-01,BE,Belgium,9.0
Reported confirmed cases,N,2009-05-01,BG,Bulgaria,27.0
Reported confirmed cases,N,2009-05-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-05-01,CZ,Czech Republic,1.0
Reported confirmed cases,N,2009-05-01,DE,Germany,68.0
Reported confirmed cases,N,2009-05-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-05-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-05-01,EL,Greece,1.0
Reported confirmed cases,N,2009-05-01,ES,Spain,8.0
Reported confirmed cases,N,2009-05-01,FI,Finland,1.0
Reported confirmed cases,N,2009-05-01,FR,France,121.0
Reported confirmed cases,N,2009-05-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-05-01,IE,Ireland,0.0
Reported confirmed cases,N,2009-05-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-05-01,IT,Italy,130.0
Reported confirmed cases,N,2009-05-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-05-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-05-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-05-01,MT,Malta,0.0
Reported confirmed cases,N,2009-05-01,NL,Netherlands,1.0
Reported confirmed cases,N,2009-05-01,NO,Norway,0.0
Reported confirmed cases,N,2009-05-01,PL,Poland,1.0
Reported confirmed cases,N,2009-05-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-05-01,RO,Romania,1.0
Reported confirmed cases,N,2009-05-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-05-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-05-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-05-01,UK,United Kingdom,258.0
Reported confirmed cases,N,2009-06-01,AT,Austria,1.0
Reported confirmed cases,N,2009-06-01,BE,Belgium,1.0
Reported confirmed cases,N,2009-06-01,BG,Bulgaria,34.0
Reported confirmed cases,N,2009-06-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-06-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-06-01,DE,Germany,18.0
Reported confirmed cases,N,2009-06-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-06-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-06-01,EL,Greece,0.0
Reported confirmed cases,N,2009-06-01,ES,Spain,4.0
Reported confirmed cases,N,2009-06-01,FI,Finland,0.0
Reported confirmed cases,N,2009-06-01,FR,France,112.0
Reported confirmed cases,N,2009-06-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-06-01,IE,Ireland,1.0
Reported confirmed cases,N,2009-06-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-06-01,IT,Italy,137.0
Reported confirmed cases,N,2009-06-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-06-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-06-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-06-01,MT,Malta,0.0
Reported confirmed cases,N,2009-06-01,NL,Netherlands,0.0
Reported confirmed cases,N,2009-06-01,NO,Norway,0.0
Reported confirmed cases,N,2009-06-01,PL,Poland,7.0
Reported confirmed cases,N,2009-06-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-06-01,RO,Romania,0.0
Reported confirmed cases,N,2009-06-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-06-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-06-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-06-01,UK,United Kingdom,161.0
Reported confirmed cases,N,2009-07-01,AT,Austria,0.0
Reported confirmed cases,N,2009-07-01,BE,Belgium,1.0
Reported confirmed cases,N,2009-07-01,BG,Bulgaria,90.0
Reported confirmed cases,N,2009-07-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-07-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-07-01,DE,Germany,3.0
Reported confirmed cases,N,2009-07-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-07-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-07-01,EL,Greece,0.0
Reported confirmed cases,N,2009-07-01,ES,Spain,4.0
Reported confirmed cases,N,2009-07-01,FI,Finland,0.0
Reported confirmed cases,N,2009-07-01,FR,France,119.0
Reported confirmed cases,N,2009-07-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-07-01,IE,Ireland,4.0
Reported confirmed cases,N,2009-07-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-07-01,IT,Italy,82.0
Reported confirmed cases,N,2009-07-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-07-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-07-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-07-01,MT,Malta,0.0
Reported confirmed cases,N,2009-07-01,NL,Netherlands,2.0
Reported confirmed cases,N,2009-07-01,NO,Norway,0.0
Reported confirmed cases,N,2009-07-01,PL,Poland,16.0
Reported confirmed cases,N,2009-07-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-07-01,RO,Romania,0.0
Reported confirmed cases,N,2009-07-01,SE,Sweden,1.0
Reported confirmed cases,N,2009-07-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-07-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-07-01,UK,United Kingdom,47.0
Reported confirmed cases,N,2009-08-01,AT,Austria,0.0
Reported confirmed cases,N,2009-08-01,BE,Belgium,4.0
Reported confirmed cases,N,2009-08-01,BG,Bulgaria,81.0
Reported confirmed cases,N,2009-08-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-08-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-08-01,DE,Germany,5.0
Reported confirmed cases,N,2009-08-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-08-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-08-01,EL,Greece,0.0
Reported confirmed cases,N,2009-08-01,ES,Spain,1.0
Reported confirmed cases,N,2009-08-01,FI,Finland,0.0
Reported confirmed cases,N,2009-08-01,FR,France,71.0
Reported confirmed cases,N,2009-08-01,HU,Hungary,1.0
Reported confirmed cases,N,2009-08-01,IE,Ireland,2.0
Reported confirmed cases,N,2009-08-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-08-01,IT,Italy,38.0
Reported confirmed cases,N,2009-08-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-08-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-08-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-08-01,MT,Malta,0.0
Reported confirmed cases,N,2009-08-01,NL,Netherlands,1.0
Reported confirmed cases,N,2009-08-01,NO,Norway,0.0
Reported confirmed cases,N,2009-08-01,PL,Poland,4.0
Reported confirmed cases,N,2009-08-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-08-01,RO,Romania,3.0
Reported confirmed cases,N,2009-08-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-08-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-08-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-08-01,UK,United Kingdom,27.0
Reported confirmed cases,N,2009-09-01,AT,Austria,0.0
Reported confirmed cases,N,2009-09-01,BE,Belgium,1.0
Reported confirmed cases,N,2009-09-01,BG,Bulgaria,71.0
Reported confirmed cases,N,2009-09-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-09-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-09-01,DE,Germany,3.0
Reported confirmed cases,N,2009-09-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-09-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-09-01,EL,Greece,0.0
Reported confirmed cases,N,2009-09-01,ES,Spain,0.0
Reported confirmed cases,N,2009-09-01,FI,Finland,0.0
Reported confirmed cases,N,2009-09-01,FR,France,30.0
Reported confirmed cases,N,2009-09-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-09-01,IE,Ireland,6.0
Reported confirmed cases,N,2009-09-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-09-01,IT,Italy,54.0
Reported confirmed cases,N,2009-09-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-09-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-09-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-09-01,MT,Malta,0.0
Reported confirmed cases,N,2009-09-01,NL,Netherlands,0.0
Reported confirmed cases,N,2009-09-01,NO,Norway,0.0
Reported confirmed cases,N,2009-09-01,PL,Poland,4.0
Reported confirmed cases,N,2009-09-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-09-01,RO,Romania,2.0
Reported confirmed cases,N,2009-09-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-09-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-09-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-09-01,UK,United Kingdom,10.0
Reported confirmed cases,N,2009-10-01,AT,Austria,0.0
Reported confirmed cases,N,2009-10-01,BE,Belgium,1.0
Reported confirmed cases,N,2009-10-01,BG,Bulgaria,77.0
Reported confirmed cases,N,2009-10-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-10-01,CZ,Czech Republic,1.0
Reported confirmed cases,N,2009-10-01,DE,Germany,4.0
Reported confirmed cases,N,2009-10-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-10-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-10-01,EL,Greece,0.0
Reported confirmed cases,N,2009-10-01,ES,Spain,0.0
Reported confirmed cases,N,2009-10-01,FI,Finland,0.0
Reported confirmed cases,N,2009-10-01,FR,France,32.0
Reported confirmed cases,N,2009-10-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-10-01,IE,Ireland,6.0
Reported confirmed cases,N,2009-10-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-10-01,IT,Italy,26.0
Reported confirmed cases,N,2009-10-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-10-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-10-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-10-01,MT,Malta,0.0
Reported confirmed cases,N,2009-10-01,NL,Netherlands,0.0
Reported confirmed cases,N,2009-10-01,NO,Norway,0.0
Reported confirmed cases,N,2009-10-01,PL,Poland,0.0
Reported confirmed cases,N,2009-10-01,PT,Portugal,1.0
Reported confirmed cases,N,2009-10-01,RO,Romania,0.0
Reported confirmed cases,N,2009-10-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-10-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-10-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-10-01,UK,United Kingdom,5.0
Reported confirmed cases,N,2009-11-01,AT,Austria,1.0
Reported confirmed cases,N,2009-11-01,BE,Belgium,0.0
Reported confirmed cases,N,2009-11-01,BG,Bulgaria,195.0
Reported confirmed cases,N,2009-11-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-11-01,CZ,Czech Republic,2.0
Reported confirmed cases,N,2009-11-01,DE,Germany,2.0
Reported confirmed cases,N,2009-11-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-11-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-11-01,EL,Greece,0.0
Reported confirmed cases,N,2009-11-01,ES,Spain,1.0
Reported confirmed cases,N,2009-11-01,FI,Finland,0.0
Reported confirmed cases,N,2009-11-01,FR,France,24.0
Reported confirmed cases,N,2009-11-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-11-01,IE,Ireland,28.0
Reported confirmed cases,N,2009-11-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-11-01,IT,Italy,18.0
Reported confirmed cases,N,2009-11-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-11-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-11-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-11-01,MT,Malta,0.0
Reported confirmed cases,N,2009-11-01,NL,Netherlands,0.0
Reported confirmed cases,N,2009-11-01,NO,Norway,0.0
Reported confirmed cases,N,2009-11-01,PL,Poland,0.0
Reported confirmed cases,N,2009-11-01,PT,Portugal,1.0
Reported confirmed cases,N,2009-11-01,RO,Romania,0.0
Reported confirmed cases,N,2009-11-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-11-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-11-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-11-01,UK,United Kingdom,2.0
Reported confirmed cases,N,2009-12-01,AT,Austria,7.0
Reported confirmed cases,N,2009-12-01,BE,Belgium,0.0
Reported confirmed cases,N,2009-12-01,BG,Bulgaria,106.0
Reported confirmed cases,N,2009-12-01,CY,Cyprus,0.0
Reported confirmed cases,N,2009-12-01,CZ,Czech Republic,0.0
Reported confirmed cases,N,2009-12-01,DE,Germany,1.0
Reported confirmed cases,N,2009-12-01,DK,Denmark,0.0
Reported confirmed cases,N,2009-12-01,EE,Estonia,0.0
Reported confirmed cases,N,2009-12-01,EL,Greece,0.0
Reported confirmed cases,N,2009-12-01,ES,Spain,1.0
Reported confirmed cases,N,2009-12-01,FI,Finland,1.0
Reported confirmed cases,N,2009-12-01,FR,France,33.0
Reported confirmed cases,N,2009-12-01,HU,Hungary,0.0
Reported confirmed cases,N,2009-12-01,IE,Ireland,49.0
Reported confirmed cases,N,2009-12-01,IS,Iceland,0.0
Reported confirmed cases,N,2009-12-01,IT,Italy,39.0
Reported confirmed cases,N,2009-12-01,LT,Lithuania,0.0
Reported confirmed cases,N,2009-12-01,LU,Luxembourg,0.0
Reported confirmed cases,N,2009-12-01,LV,Latvia,0.0
Reported confirmed cases,N,2009-12-01,MT,Malta,0.0
Reported confirmed cases,N,2009-12-01,NL,Netherlands,5.0
Reported confirmed cases,N,2009-12-01,NO,Norway,0.0
Reported confirmed cases,N,2009-12-01,PL,Poland,0.0
Reported confirmed cases,N,2009-12-01,PT,Portugal,0.0
Reported confirmed cases,N,2009-12-01,RO,Romania,0.0
Reported confirmed cases,N,2009-12-01,SE,Sweden,0.0
Reported confirmed cases,N,2009-12-01,SI,Slovenia,0.0
Reported confirmed cases,N,2009-12-01,SK,Slovakia,0.0
Reported confirmed cases,N,2009-12-01,UK,United Kingdom,2.0
Reported confirmed cases,N,2010-01-01,AT,Austria,2.0
